Text,Label
he provides a strong itch to explore more . ,1
"in them , who have carved their own comfortable niche in the world ",1
"is murder by numbers , and as easy to be bored by as your abc 's , ",0
undeniably moving film ,1
"'s an observant , unfussily poetic meditation about identity and alienation . ",1
"what 's so fun about this silly , outrageous , ingenious thriller is the director 's talent . ",1
morally bankrupt ,0
do you ,1
like it ,1
"the script , which has a handful of smart jokes ",1
sentimental chick-flicks ,1
energetic and smart ,1
"faced with the possibility that her life is meaningless , vapid and devoid of substance , in a movie that is definitely meaningless , vapid and devoid of substance ",0
these characters become wearisome . ,0
"does strong , measured work . ",1
will likely set the cause of woman warriors back decades . ,0
stitch ,0
heedless ,0
to watch with kids and use to introduce video as art ,1
he 'll go to weave a protective cocoon around his own ego ,0
by a strong and unforced supporting cast ,1
romantic-comedy duds ,0
does turn out to be a bit of a cheat in the end ,0
"laborious whine , the bellyaching of a paranoid and unlikable man ",0
"while certainly clever in spots , this too-long , spoofy update of shakespeare 's macbeth does n't sustain a high enough level of invention . ",0
imponderably stilted and ,0
"the color sense of stuart little 2 is its most immediate and most obvious pleasure , but it would count for very little if the movie were n't as beautifully shaped and as delicately calibrated in tone as it is ",1
is nearly impossible to look at or understand ,0
"curious to note that this film , like the similarly ill-timed antitrust , is easily as bad at a fraction the budget ",0
the still-inestimable contribution they have made to our shared history ,1
it 's an 88-minute highlight reel that 's 86 minutes too long . ,0
"in a movie that is definitely meaningless , vapid and devoid of substance ",0
"the real star of this movie is the score , as in the songs translate well to film , and ",1
"has been written so well , that even a simple `` goddammit ! '' ",1
dramatize life 's messiness ,0
"sharp , overmanipulative hollywood practices ",0
may be lovely ,1
"a powerful , naturally dramatic piece of low-budget filmmaking ",1
are masterfully controlled ,1
bring fresh good looks and an ease in front of the camera ,1
is as deep as a petri dish and as well-characterized as a telephone book but still say it was a guilty pleasure ,0
the worst film ,0
"eats , meddles , argues , laughs , kibbitzes ",1
with minimal imagination ,0
's not very good either . ,0
the film is so bleak that it 's hardly watchable ,0
you to give it a millisecond of thought ,1
"goes nowhere and goes there very , very slowly ",0
atrocious ,0
rejigger fatal attraction into a high school setting ,0
cast adrift in various new york city locations with no unifying rhythm or visual style ,0
makes the move from pleasing ,1
brow ,1
"fare , with enough ",1
drama that takes itself all too seriously ,0
exactly assured in its execution ,1
funny situations and ,1
"ramsay succeeds primarily with her typical blend of unsettling atmospherics , delivering a series of abrasive , stylized sequences that burn themselves upon the viewer 's memory . ",1
"still , it just sits there like a side dish no one ordered . ",0
with strange and wonderful creatures ,1
rival the filmmaker 's period pieces ,1
'd expect to see on showtime 's ` red shoe diaries ,1
that old adage about women being unknowable gets an exhilarating new interpretation in morvern callar . ,1
no cliche escapes the perfervid treatment of gang warfare ,0
totalitarian ,0
"a waste of de niro , mcdormand and the other good actors in the cast ",0
even cranky adults may rediscover the quivering kid inside ,1
almost as much as they love themselves ,0
idiotic ,0
snow dogs deserves every single one of them ,1
an uneasy mix ,0
will give many ministers and bible-study groups hours of material to discuss . ,1
b movie ,0
", the tuxedo does n't add up to a whole lot . ",0
"first-rate , especially sorvino ",1
letting its imagery speak for it while it forces you to ponder anew what a movie can be . ,1
goes down easy ,0
witless ,0
overacted ,0
"to be clever , amusing and unpredictable ",1
most severe ,0
very stupid and annoying . ,0
in modern alienation ,0
to have been modeled on the worst revenge-of-the-nerds clichés the filmmakers could dredge up ,0
"the predominantly amateur cast is painful to watch , so stilted and unconvincing are the performances . ",0
"is exhaustion , from watching a movie that is dark ( dark green , to be exact ) , sour , bloody and mean . ",0
is consistently amusing and engrossing ... ,1
will please eastwood 's loyal fans -- ,1
not exactly assured in its execution ,0
undermining the story 's emotional thrust ,1
slap ,0
"michael moore has perfected the art of highly entertaining , self-aggrandizing , politically motivated documentary-making ",1
vulgarities in a sequel you can refuse ,0
me say the obvious : abandon all hope of a good movie ye who enter here ,0
"there is almost nothing in this flat effort that will amuse or entertain them , either . ",0
you want the story to go on and on ,1
"while the ensemble player who gained notice in guy ritchie 's lock , stock and two smoking barrels and snatch has the bod , he 's unlikely to become a household name on the basis of his first starring vehicle . ",0
", i have given this movie a rating of zero . ",0
"both an admirable reconstruction of terrible events , and a fitting memorial to the dead of that day , and of the thousands thereafter . ",1
is a success ,1
the substance it so desperately needs ,0
a satisfactory overview ,1
make this surprisingly decent flick worth a summertime look-see ,1
"tartakovsky 's team has some freakish powers of visual charm , but ",1
ca n't help suspecting that it was improvised on a day-to-day basis during production ,0
's what makes it worth a recommendation ,1
of moviegoers for real characters and compelling plots ,1
death might be a release . ,0
strong cast and surehanded direction ,1
creative urge ,1
"informative , intriguing , observant ",1
will no doubt ,1
"the movie does n't think much of its characters , its protagonist , or of us . ",0
will you feel after an 88-minute rip-off of the rock with action confined to slo-mo gun firing and random glass-shattering ? '' ,0
dragonfly ,1
the proverbial paint dry ,0
by a winning family story ,1
"to have been picked not for their acting chops , but for their looks and appeal to the pre-teen crowd ",0
"there 's too much forced drama in this wildly uneven movie , about a young man 's battle with his inescapable past and uncertain future in a very shapable but largely unfulfilling present . ",0
"releasing a film with the word ` dog ' in its title in january lends itself to easy jokes and insults , and snow dogs deserves every single one of them . ",0
occasional slowness ,0
visually atrocious ,0
"judd 's characters ought to pick up the durable best seller smart women , foolish choices for advice . ",0
action - mechanical . ,0
that krawczyk deserves a huge amount of the credit for the film 's thoroughly winning tone ,1
vividly and ,1
"allen , at 66 , has stopped challenging himself ",0
a good human being ,1
ellen pompeo pulls off the feat with aplomb ,1
